taxid	kingdom	phylum	class
1181720	Kin_Sar	Bacillariophyta	Bacillariophyceae
426648	Kin_Sar	Bacillariophyta	Fragilariophyceae
2792856	Kin_Haptista	Phy_of_Centroplasthelida	Centroplasthelida
432302	Kin_Sar	Cercozoa	Imbricatea
92128	Kin_Sar	Phy_PX clade	Xanthophyceae
303371	Kin_Sar	Phy_PX clade	Xanthophyceae
490516	Kin_Amoebozoa	Evosea	Variosea
5940	Kin_Sar	Ciliophora	Spirotrichea
993383	Kin_Sar	Ciliophora	Litostomatea
2585089	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
1543678	Kin_Sar	Bacillariophyta	Fragilariophyceae
1607859	Kin_Sar	Ciliophora	Karyorelictea
134680	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
86018	Kin_of_Choanoflagellata	Phy_of_Choanoflagellata	Choanoflagellata
326149	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
354200	Kin_Amoebozoa	Discosea	Flabellinia
2305256	Kin_Sar	Ciliophora	Spirotrichea
1242270	Kin_Sar	Bacillariophyta	Bacillariophyceae
6009	Kin_Sar	Ciliophora	Karyorelictea
1973054	Kin_Amoebozoa	Discosea	Flabellinia
257561	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
2880619	Kin_Sar	Ciliophora	Oligohymenophorea
106542	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1497743	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
1276035	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
72677	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1752934	Kin_Sar	Apicomplexa	Conoidasida
2014778	Kin_Sar	Bacillariophyta	Bacillariophyceae
400110	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
693161	Kin_Sar	Ciliophora	Prostomatea
1402904	Kin_Sar	Ciliophora	Oligohymenophorea
1868455	Kin_Sar	Ciliophora	Litostomatea
552666	Kin_Sar	Cercozoa	Chlorarachniophyceae
104657	Kin_Sar	Phy_of_Bigyra	Bigyra
1764860	Kin_Sar	Bacillariophyta	Mediophyceae
1173298	Kin_Sar	Ciliophora	Colpodea
2174903	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1560730	Kin_Sar	Bacillariophyta	Bacillariophyceae
459250	Kin_Sar	Ciliophora	Colpodea
1737918	Kin_Sar	Ciliophora	Oligohymenophorea
437612	Kin_Sar	Phy_PX clade	Xanthophyceae
1764572	Kin_of_Choanoflagellata	Phy_of_Choanoflagellata	Choanoflagellata
106530	Kin_Sar	Phy_of_Bigyra	Bigyra
1524178	Kin_Sar	Phy_of_Bigyra	Bigyra
483370	Kin_Sar	Phy_of_Pelagophyceae	Pelagophyceae
1909705	Kin_Sar	Cercozoa	Thecofilosea
199309	Kin_Sar	Phy_of_Bigyra	Bigyra
2072401	Kin_Sar	Ciliophora	Oligohymenophorea
1312089	Kin_Sar	Phy_of_Bigyra	Bigyra
1502666	Kin_Sar	Ciliophora	Litostomatea
679523	Kin_Sar	Ciliophora	Oligohymenophorea
254430	Kin_of_Ichthyosporea	Phy_of_Ichthyosporea	Ichthyosporea
1654998	Kin_Amoebozoa	Evosea	Variosea
945053	Kin_Sar	Ciliophora	Nassophorea
44030	Kin_Sar	Ciliophora	Oligohymenophorea
1637742	Kin_Sar	Bacillariophyta	Mediophyceae
2058883	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
210735	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1561714	Kin_Sar	Bacillariophyta	Bacillariophyceae
209634	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
429460	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
1810436	Kin_Sar	Ciliophora	Oligohymenophorea
2184470	Kin_Sar	Ciliophora	Oligohymenophorea
2006547	Kin_Sar	Ciliophora	Nassophorea
1271888	Kin_Sar	Ciliophora	Oligohymenophorea
661160	Kin_Amoebozoa	Evosea	Variosea
2502171	Kin_Sar	Ciliophora	Spirotrichea
251714	Kin_of_Ichthyosporea	Phy_of_Ichthyosporea	Ichthyosporea
2023687	Kin_Sar	Ciliophora	Litostomatea
35107	Kin_Sar	Ciliophora	Oligohymenophorea
463362	Kin_Sar	Phy_of_Bigyra	Bigyra
216730	Kin_Sar	Bacillariophyta	Bacillariophyceae
327391	Kin_Sar	Bacillariophyta	Mediophyceae
389187	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
400980	Kin_Sar	Ciliophora	Spirotrichea
426631	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
1215643	Kin_Amoebozoa	Discosea	Flabellinia
1524170	Kin_Sar	Phy_of_Bigyra	Bigyra
1034652	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
155147	Kin_Sar	Ciliophora	Oligohymenophorea
2530394	Kin_Sar	Bacillariophyta	Bacillariophyceae
173462	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
390142	Kin_Sar	Ciliophora	Spirotrichea
482539	Kin_Sar	Apicomplexa	Conoidasida
251332	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
990189	Kin_Sar	Ciliophora	Litostomatea
1590099	Kin_Sar	Ciliophora	Oligohymenophorea
2592230	Kin_Sar	Ciliophora	Oligohymenophorea
1592763	Kin_of_Ichthyosporea	Phy_of_Ichthyosporea	Ichthyosporea
376140	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
6026	Kin_Sar	Ciliophora	Oligohymenophorea
947549	Kin_Sar	Apicomplexa	Conoidasida
2109571	Kin_Sar	Cercozoa	Chlorarachniophyceae
114172	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
2108191	Kin_Sar	Apicomplexa	Conoidasida
1796605	Kin_Sar	Bacillariophyta	Bacillariophyceae
39717	Kin_Sar	Cercozoa	Imbricatea
184592	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
77927	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
293646	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
471435	Kin_Sar	Ciliophora	Spirotrichea
1367426	Kin_Sar	Ciliophora	Spirotrichea
38269	Kin_of_Glaucocystophyceae	Phy_of_Glaucocystophyceae	Glaucocystophyceae
1498855	Kin_of_Aphelida	Phy_Aphelida	Aphelidea
172669	Kin_Sar	Phy_of_Pinguiophyceae	Pinguiophyceae
860612	Kin_Sar	Ciliophora	Spirotrichea
1536777	Kin_of_Choanoflagellata	Phy_of_Choanoflagellata	Choanoflagellata
4773	Kin_Sar	Phy_of_Bigyra	Bigyra
179276	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
1969917	Kin_Sar	Ciliophora	Spirotrichea
303409	Kin_Sar	Bacillariophyta	Bacillariophyceae
2094188	Kin_Sar	Phy_of_Pelagophyceae	Pelagophyceae
400139	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
508189	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
1803802	Kin_Sar	Ciliophora	Spirotrichea
459342	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
2810146	Kin_Sar	Phy_of_Bigyra	Bigyra
993360	Kin_Sar	Ciliophora	Litostomatea
2794254	Kin_Sar	Bacillariophyta	Fragilariophyceae
2891234	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
2107687	Kin_Sar	Apicomplexa	Conoidasida
1525729	Kin_Amoebozoa	Tubulinea	Elardia
42467	Kin_Sar	Phy_of_Bigyra	Bigyra
2557541	Kin_Sar	Phy_of_Bigyra	Bigyra
353213	Kin_Sar	Phy_of_Bigyra	Bigyra
2058882	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
2606886	Kin_Sar	Phy_of_Eustigmatophyceae	Eustigmatophyceae
593205	Kin_Sar	Ciliophora	Colpodea
2035041	Kin_Sar	Ciliophora	Oligohymenophorea
169156	Kin_Sar	Apicomplexa	Conoidasida
31296	Kin_Sar	Endomyxa	Ascetosporea
110475	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
2511825	Kin_Sar	Ciliophora	Spirotrichea
551521	Kin_Sar	Apicomplexa	Conoidasida
1825505	Kin_Amoebozoa	Discosea	Flabellinia
31347	Kin_of_Rhodophyta	Rhodophyta	Bangiophyceae
1156158	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1298954	Kin_Sar	Ciliophora	Litostomatea
5811	Kin_Sar	Apicomplexa	Conoidasida
216823	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
426633	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
253696	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
1207440	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1006188	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
1527026	Kin_Sar	Phy_of_Bigyra	Bigyra
114672	Kin_Sar	Ciliophora	Spirotrichea
293192	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
464221	Kin_Sar	Phy_of_Bigyra	Bigyra
2932327	Kin_Haptista	Phy_of_Centroplasthelida	Centroplasthelida
2652901	Kin_Sar	Ciliophora	Oligohymenophorea
297519	Kin_Sar	Bacillariophyta	Fragilariophyceae
885251	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
2728855	Kin_Sar	Apicomplexa	Conoidasida
1527793	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1261641	Kin_Sar	Bacillariophyta	Bacillariophyceae
2655018	Kin_Sar	Ciliophora	Spirotrichea
693155	Kin_Sar	Ciliophora	Spirotrichea
2126242	Kin_Sar	Bacillariophyta	Fragilariophyceae
2014755	Kin_Sar	Ciliophora	Litostomatea
2876	Kin_Sar	Phy_PX clade	Phaeophyceae
1242177	Kin_Sar	Ciliophora	Spirotrichea
1030610	Kin_Sar	Ciliophora	Colpodea
285084	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
1162740	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1843437	Kin_Sar	Ciliophora	Spirotrichea
174672	Kin_Sar	Phy_of_Bigyra	Bigyra
1127213	Kin_Sar	Phy_of_Acantharea	Acantharea
1003076	Kin_Sar	Bacillariophyta	Mediophyceae
1488558	Kin_Sar	Bacillariophyta	Bacillariophyceae
2583407	Kin_Amoebozoa	Discosea	Flabellinia
2814300	Kin_Sar	Ciliophora	Oligohymenophorea
1446906	Kin_Sar	Phy_of_Eustigmatophyceae	Eustigmatophyceae
2849684	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
1683283	Kin_Sar	Ciliophora	Spirotrichea
2804530	Kin_Sar	Ciliophora	Spirotrichea
167961	Kin_Sar	Phy_of_Bigyra	Bigyra
1655009	Kin_Amoebozoa	Evosea	Variosea
1129382	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
285082	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
1622030	Kin_Sar	Ciliophora	Oligohymenophorea
1051708	Kin_Sar	Bacillariophyta	Bacillariophyceae
651455	Kin_Sar	Apicomplexa	Conoidasida
1004043	Kin_Sar	Ciliophora	Spirotrichea
29227	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
1576337	Kin_Sar	Ciliophora	Litostomatea
385413	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
1706303	Kin_Sar	Ciliophora	Litostomatea
297516	Kin_Sar	Bacillariophyta	Fragilariophyceae
2720629	Kin_Sar	Ciliophora	Spirotrichea
216885	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1176383	Kin_Sar	Ciliophora	Spirotrichea
49234	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
2491667	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
741089	Kin_Sar	Cercozoa	Imbricatea
95528	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
1886619	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
2814662	Kin_Sar	Ciliophora	Oligohymenophorea
1573762	Kin_Sar	Phy_of_Bigyra	Bigyra
555717	Kin_Sar	Bacillariophyta	Mediophyceae
178366	Kin_Sar	Cercozoa	Imbricatea
1911593	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1398096	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
1348389	Kin_Sar	Ciliophora	Oligohymenophorea
404942	Kin_Sar	Ciliophora	Oligohymenophorea
5778	Kin_Amoebozoa	Tubulinea	Echinamoebida
1661263	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
92126	Kin_Sar	Phy_PX clade	Xanthophyceae
1290986	Kin_Sar	Bacillariophyta	Bacillariophyceae
2758304	Kin_Sar	Ciliophora	Karyorelictea
515488	Kin_Sar	Bacillariophyta	Fragilariophyceae
1234425	Kin_Sar	Ciliophora	Nassophorea
2729734	Kin_Sar	Apicomplexa	Conoidasida
272154	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
5965	Kin_Sar	Ciliophora	Armophorea
1427721	Kin_Sar	Cercozoa	Imbricatea
39714	Kin_Sar	Cercozoa	Imbricatea
1882037	Kin_of_Ichthyosporea	Phy_of_Ichthyosporea	Ichthyosporea
2795478	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1234821	Kin_Sar	Bacillariophyta	Mediophyceae
64707	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
420573	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
1214253	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
39564	Kin_Sar	Ciliophora	Nassophorea
488251	Kin_Sar	Ciliophora	Spirotrichea
2691856	Kin_Sar	Phy_of_Bigyra	Bigyra
52557	Kin_Sar	Phy_of_Synurophyceae	Synurophyceae
89633	Kin_Sar	Apicomplexa	Cla_of_Adeleorina
1982007	Kin_Sar	Phy_of_Pelagophyceae	Pelagophyceae
1891231	Kin_Sar	Ciliophora	Spirotrichea
1003112	Kin_Sar	Bacillariophyta	Bacillariophyceae
1937694	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
136462	Kin_Amoebozoa	Tubulinea	Elardia
2804912	Kin_Sar	Ciliophora	Spirotrichea
2126180	Kin_Sar	Bacillariophyta	Bacillariophyceae
1334977	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
265562	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
2014775	Kin_Sar	Bacillariophyta	Bacillariophyceae
2820086	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
1684697	Kin_of_Rhodophyta	Rhodophyta	Florideophyceae
1124229	Kin_Sar	Phy_of_Dinophyceae	Dinophyceae
2004638	Kin_Sar	Cercozoa	Thecofilosea
1261422	Kin_Sar	Phy_of_Synurophyceae	Synurophyceae
679525	Kin_Sar	Ciliophora	Oligohymenophorea
1198319	Kin_Sar	Ciliophora	Oligohymenophorea
715245	Kin_Sar	Phy_of_Bigyra	Bigyra
1545446	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
1326761	Kin_of_Cryptophyceae	Phy_of_Cryptophyceae	Cryptophyceae
420555	Kin_Sar	Phy_of_Chrysophyceae	Chrysophyceae
2294178	Kin_Sar	Apicomplexa	Conoidasida
2795197	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
2115823	Kin_Sar	Bacillariophyta	Fragilariophyceae
49256	Kin_Sar	Bacillariophyta	Coscinodiscophyceae
498008	Kin_Amoebozoa	Discosea	Flabellinia
449145	Kin_Sar	Bacillariophyta	Fragilariophyceae
131155	Kin_of_Rhodophyta	Rhodophyta	Rhodellophyceae
97223	Kin_Sar	Bacillariophyta	Bacillariophyceae
46767	Kin_Sar	Phy_of_Bigyra	Bigyra
1004046	Kin_Sar	Ciliophora	Oligohymenophorea
31349	Kin_of_Rhodophyta	Rhodophyta	Bangiophyceae
